request_title,category,subcategory,urgency_level,priority_label,estimated_people_affected,location_city,location_state,deadline_hours,required_skills,required_items,volunteers_needed,is_medical_emergency,is_disaster_related,transport_required,contact_preference,task_type,effort_level,min_experience_level,shift_type,need_type,family_count,children_involved,elderly_involved,request_description
Disaster Relief Support – Patna,disaster_relief,flood_relief,critical,Critical,100,Patna,Bihar,4,,food|blankets,0,0,1,1,email,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 100 people in Patna, need food and blankets urgently within 4 hours. Situation is urgent now."
Medical Assistance Request – Delhi,medical,blood_donation,critical,Critical,0,Delhi,Delhi,6,,blood_donation,50,1,0,0,phone,blood_donation,medium,beginner,any,blood_donation,0,0,0,Need 50 blood donors urgently in Delhi. Patient in critical condition
Mental Health Support – Guwahati,mental_health,trauma_counseling,high,High,30,Guwahati,Assam,48,counseling,,0,0,1,0,phone,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 30 disaster survivors in Guwahati. Need certified counselors
Elderly Care Support – Visakhapatnam,elderly_care,home_visits,medium,Medium,450,Visakhapatnam,Andhra Pradesh,72,counseling,,150,0,0,0,whatsapp,home_visits,medium,beginner,any,home_visits,0,0,1,Need 150 volunteers to visit and assist 450 elderly people living alone in Visakhapatnam
Medical Assistance Request – Hyderabad,medical,blood_donation,critical,Critical,0,Hyderabad,Telangana,6,,blood_donation,75,1,0,0,email,blood_donation,medium,beginner,any,blood_donation,0,0,0,Need 75 blood donors urgently in Hyderabad. Patient in critical condition
Medical Assistance Request – Patna,medical,vaccination_drive,medium,Medium,0,Patna,Bihar,48,medical|logistics,,75,0,0,0,whatsapp,vaccination_drive,medium,beginner,any,vaccination_drive,0,0,0,Need 75 volunteers to assist in COVID vaccination drive in Patna. Situation is tomorrow.
Logistics Volunteer Need – Pune,logistics,medicine_delivery,high,High,0,Pune,Maharashtra,8,driving|logistics,,20,1,0,1,whatsapp,medicine_delivery,medium,beginner,evening,medicine_delivery,0,0,0,Need 20 volunteers with bikes to deliver medicine in Pune tonight. Situation is urgently.
Water & Sanitation Help – Patna,water_sanitation,water_distribution,high,High,5000,Patna,Bihar,6,,water_cans,100,0,0,1,whatsapp,water_distribution,medium,beginner,any,water_distribution,0,0,0,Water shortage in Patna. Need 100 volunteers for water distribution to 5000 people. Situation is within 12 hours.
Elderly Care Support – Lucknow,elderly_care,care_home_support,medium,Medium,0,Lucknow,Uttar Pradesh,48,counseling|medical,,150,0,0,0,email,care_home_support,medium,beginner,any,care_home_support,0,0,1,Elderly care home in Lucknow needs 150 volunteers for daily assistance and companionship. Situation is tomorrow.
Logistics Volunteer Need – Nashik,logistics,medicine_delivery,high,High,20,Nashik,Maharashtra,8,driving|logistics,medicine,0,1,0,1,phone,medicine_delivery,medium,beginner,any,medicine_delivery,0,0,1,Medicine delivery needed for 20 elderly patients in Nashik within 8 hours. Bike riders needed
Fundraising Drive – Mumbai,fundraising,donation_drive,medium,Medium,0,Mumbai,Maharashtra,72,logistics,,100,0,0,0,whatsapp,donation_drive,medium,beginner,any,donation_drive,0,0,0,Fundraising drive for flood victims in Mumbai. Need 100 volunteers for door-to-door campaign. Situation is soon.
Food Distribution Need – Ahmedabad,food_relief,food_distribution,high,High,0,Ahmedabad,Gujarat,24,food_distribution|logistics,,20,0,0,0,email,food_distribution,medium,beginner,morning,food_distribution,0,0,0,Need 20 volunteers for food distribution in Ahmedabad tomorrow morning. Situation is within 12 hours.
Water & Sanitation Help – Patna,water_sanitation,sanitation,high,High,0,Patna,Bihar,48,cleanup,,100,0,1,0,phone,sanitation,medium,beginner,any,sanitation,0,0,0,Sanitation drive needed at flood relief camp in Patna. 100 volunteers required immediately. Situation is urgently.
Cleanup Drive – Nashik,cleanup,disaster_cleanup,medium,Medium,0,Nashik,Maharashtra,4,cleanup|logistics,cleaning_supplies,150,0,1,0,whatsapp,disaster_cleanup,high,beginner,any,disaster_cleanup,0,0,0,Post-flood cleanup drive in Nashik. Need 150 volunteers with cleaning equipment
Disaster Relief Support – Kochi,disaster_relief,flood_relief,critical,Critical,75,Kochi,Kerala,72,,food|blankets,0,0,1,1,email,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 75 people in Kochi, need food and blankets urgently within 72 hours"
Food Distribution Need – Visakhapatnam,food_relief,nutrition_support,high,High,30,Visakhapatnam,Andhra Pradesh,72,,nutrition_supplements|food,0,0,0,0,email,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 30 malnourished children in Visakhapatnam need food supplements and nutrition support
Disaster Relief Support – Chennai,disaster_relief,flood_relief,critical,Critical,20,Chennai,Tamil Nadu,48,,food|blankets,0,0,1,1,whatsapp,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 20 people in Chennai, need food and blankets urgently within 48 hours"
Childcare Support – Mumbai,childcare,childcare_support,medium,Medium,100,Mumbai,Maharashtra,48,teaching|counseling,,10,0,0,0,whatsapp,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Mumbai for 100 children while parents work
Food Distribution Need – Nashik,food_relief,ration_distribution,high,High,200,Nashik,Maharashtra,4,,ration_packets,2,0,0,0,phone,ration_distribution,medium,beginner,any,ration_distribution,50,0,0,Ration distribution for 50 poor families in Nashik. Need volunteers in 4 hours
Cleanup Drive – Hyderabad,cleanup,community_cleanup,low,Low,0,Hyderabad,Telangana,96,cleanup,,10,0,0,0,email,community_cleanup,medium,beginner,weekend,community_cleanup,0,0,0,Community cleanliness drive in Hyderabad this Sunday. Need 10 enthusiastic volunteers
Medical Assistance Request – Nashik,medical,medical_camp,medium,Medium,0,Nashik,Maharashtra,72,medical,,75,0,0,0,phone,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Nashik needs 75 volunteer doctors and paramedics this weekend
Elderly Care Support – Bhopal,elderly_care,home_visits,medium,Medium,225,Bhopal,Madhya Pradesh,72,counseling,,75,0,0,0,phone,home_visits,medium,beginner,any,home_visits,0,0,1,Need 75 volunteers to visit and assist 225 elderly people living alone in Bhopal. Situation is this week.
Elderly Care Support – Ahmedabad,elderly_care,care_home_support,medium,Medium,0,Ahmedabad,Gujarat,48,counseling|medical,,75,0,0,0,whatsapp,care_home_support,medium,beginner,any,care_home_support,0,0,1,Elderly care home in Ahmedabad needs 75 volunteers for daily assistance and companionship
Food Distribution Need – Kochi,food_relief,community_kitchen,medium,Medium,0,Kochi,Kerala,48,food_distribution,,75,0,0,0,whatsapp,community_kitchen,medium,beginner,any,community_kitchen,0,0,0,Community kitchen in Kochi needs 75 volunteers to cook meals for homeless people
Education Volunteer Request – Indore,education,supplies_distribution,low,Low,10,Indore,Madhya Pradesh,72,,school_supplies|books,2,0,0,0,phone,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 10 children in Indore. Need 2 volunteers. Situation is no rush.
Admin Volunteer Need – Nagpur,administration,data_entry,low,Low,0,Nagpur,Maharashtra,168,data_entry,,150,0,0,0,email,data_entry,low,beginner,any,data_entry,0,0,0,Need 150 volunteers for data entry and documentation work for NGO in Nagpur. Situation is no rush.
Disaster Relief Support – Patna,disaster_relief,earthquake_relief,critical,Critical,100,Patna,Bihar,12,,food|medicine|first_aid,0,1,1,1,phone,earthquake_relief,medium,beginner,any,earthquake_relief,0,0,0,Earthquake relief camp in Patna. 100 survivors need medical aid and food within 12 hours
Medical Assistance Request – Bengaluru,medical,emergency_medical,critical,Critical,30,Bengaluru,Karnataka,6,medical,,6,1,0,0,email,emergency_medical,medium,beginner,any,emergency_medical,0,0,0,Medical emergency in Bengaluru. 30 patients need immediate attention. Doctors and nurses required within 6 hours. Situation is urgent now.
Shelter Support – Kochi,shelter,temporary_shelter,high,High,400,Kochi,Kerala,48,,tarpaulin|blankets,20,0,1,0,email,temporary_shelter,medium,beginner,any,temporary_shelter,100,0,0,Need to set up temporary shelter for 100 displaced families in Kochi. Volunteers needed urgently
Water & Sanitation Help – Guwahati,water_sanitation,water_distribution,high,High,5000,Guwahati,Assam,6,,water_cans,100,0,0,1,email,water_distribution,medium,beginner,any,water_distribution,0,0,0,Water shortage in Guwahati. Need 100 volunteers for water distribution to 5000 people. Situation is urgently.
Disaster Relief Support – Surat,disaster_relief,cyclone_relief,critical,Critical,40,Surat,Gujarat,72,,food|shelter|blankets,0,0,1,1,whatsapp,cyclone_relief,medium,beginner,any,cyclone_relief,10,0,0,Cyclone affected 10 families in Surat need immediate shelter and food. Urgent help needed in 72 hours
Education Volunteer Request – Coimbatore,education,supplies_distribution,low,Low,75,Coimbatore,Tamil Nadu,72,,school_supplies|books,2,0,0,0,phone,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 75 children in Coimbatore. Need 2 volunteers
Food Distribution Need – Indore,food_relief,nutrition_support,high,High,30,Indore,Madhya Pradesh,72,,nutrition_supplements|food,0,0,0,0,phone,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 30 malnourished children in Indore need food supplements and nutrition support
Awareness Campaign – Hyderabad,awareness,health_awareness,medium,Medium,0,Hyderabad,Telangana,72,teaching|counseling,,20,0,0,0,whatsapp,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Hyderabad. Need 20 volunteers
Women Safety Support – Coimbatore,women_safety,shelter_support,high,High,75,Coimbatore,Tamil Nadu,6,counseling,,0,0,0,0,phone,shelter_support,medium,beginner,any,shelter,0,1,0,Safe shelter needed for 75 women and children in Coimbatore escaping domestic violence. Situation is today.
Logistics Volunteer Need – Mumbai,logistics,patient_transport,high,High,0,Mumbai,Maharashtra,12,driving,,20,1,0,1,whatsapp,patient_transport,medium,beginner,any,patient_transport,0,0,1,Need 20 car/van volunteers to transport elderly people to hospital in Mumbai. Situation is today.
Food Distribution Need – Bhopal,food_relief,community_kitchen,medium,Medium,0,Bhopal,Madhya Pradesh,48,food_distribution,,20,0,0,0,phone,community_kitchen,medium,beginner,any,community_kitchen,0,0,0,Community kitchen in Bhopal needs 20 volunteers to cook meals for homeless people
Admin Volunteer Need – Jaipur,administration,data_entry,low,Low,0,Jaipur,Rajasthan,168,data_entry,,75,0,0,0,email,data_entry,low,beginner,any,data_entry,0,0,0,Need 75 volunteers for data entry and documentation work for NGO in Jaipur. Situation is next week.
Education Volunteer Request – Mumbai,education,supplies_distribution,low,Low,30,Mumbai,Maharashtra,72,,school_supplies|books,2,0,0,0,email,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 30 children in Mumbai. Need 2 volunteers. Situation is next week.
Elderly Care Support – Ahmedabad,elderly_care,home_visits,medium,Medium,225,Ahmedabad,Gujarat,72,counseling,,75,0,0,0,email,home_visits,medium,beginner,any,home_visits,0,0,1,Need 75 volunteers to visit and assist 225 elderly people living alone in Ahmedabad. Situation is within 48 hours.
Mental Health Support – Patna,mental_health,awareness_camp,low,Low,0,Patna,Bihar,72,counseling|teaching,,20,0,0,0,email,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Patna needs 20 volunteer counselors this weekend. Situation is this month.
Disaster Relief Support – Hyderabad,disaster_relief,cyclone_relief,critical,Critical,200,Hyderabad,Telangana,48,,food|shelter|blankets,0,0,1,1,email,cyclone_relief,medium,beginner,any,cyclone_relief,50,0,0,Cyclone affected 50 families in Hyderabad need immediate shelter and food. Urgent help needed in 48 hours. Situation is immediately.
Admin Volunteer Need – Indore,administration,data_entry,low,Low,0,Indore,Madhya Pradesh,168,data_entry,,100,0,0,0,email,data_entry,low,beginner,any,data_entry,0,0,0,Need 100 volunteers for data entry and documentation work for NGO in Indore. Situation is no rush.
Mental Health Support – Delhi,mental_health,trauma_counseling,high,High,50,Delhi,Delhi,8,counseling,,0,0,1,0,email,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 50 disaster survivors in Delhi. Need certified counselors
Logistics Volunteer Need – Lucknow,logistics,medicine_delivery,high,High,200,Lucknow,Uttar Pradesh,12,driving|logistics,medicine,0,1,0,1,phone,medicine_delivery,medium,beginner,any,medicine_delivery,0,0,1,Medicine delivery needed for 200 elderly patients in Lucknow within 12 hours. Bike riders needed
Admin Volunteer Need – Indore,administration,data_entry,low,Low,0,Indore,Madhya Pradesh,168,data_entry,,50,0,0,0,whatsapp,data_entry,low,beginner,any,data_entry,0,0,0,Need 50 volunteers for data entry and documentation work for NGO in Indore
Disaster Relief Support – Kochi,disaster_relief,earthquake_relief,critical,Critical,75,Kochi,Kerala,6,,food|medicine|first_aid,0,1,1,1,whatsapp,earthquake_relief,medium,beginner,any,earthquake_relief,0,0,0,Earthquake relief camp in Kochi. 75 survivors need medical aid and food within 6 hours. Situation is emergency.
Medical Assistance Request – Bhopal,medical,vaccination_drive,medium,Medium,0,Bhopal,Madhya Pradesh,48,medical|logistics,,10,0,0,0,email,vaccination_drive,medium,beginner,any,vaccination_drive,0,0,0,Need 10 volunteers to assist in COVID vaccination drive in Bhopal. Situation is tomorrow.
Logistics Volunteer Need – Bengaluru,logistics,medicine_delivery,high,High,150,Bengaluru,Karnataka,12,driving|logistics,medicine,0,1,0,1,whatsapp,medicine_delivery,medium,beginner,any,medicine_delivery,0,0,1,Medicine delivery needed for 150 elderly patients in Bengaluru within 12 hours. Bike riders needed
Food Distribution Need – Patna,food_relief,nutrition_support,high,High,30,Patna,Bihar,12,,nutrition_supplements|food,0,0,0,0,email,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 30 malnourished children in Patna need food supplements and nutrition support
Food Distribution Need – Bhopal,food_relief,community_kitchen,medium,Medium,0,Bhopal,Madhya Pradesh,48,food_distribution,,30,0,0,0,whatsapp,community_kitchen,medium,beginner,any,community_kitchen,0,0,0,Community kitchen in Bhopal needs 30 volunteers to cook meals for homeless people
Disaster Relief Support – Hyderabad,disaster_relief,earthquake_relief,critical,Critical,10,Hyderabad,Telangana,12,,food|medicine|first_aid,0,1,1,1,email,earthquake_relief,medium,beginner,any,earthquake_relief,0,0,0,Earthquake relief camp in Hyderabad. 10 survivors need medical aid and food within 12 hours
Disaster Relief Support – Hyderabad,disaster_relief,rescue_operation,critical,Critical,20,Hyderabad,Telangana,12,rescue|driving,,0,0,1,1,phone,rescue_operation,medium,beginner,any,rescue_operation,0,0,0,Landslide in Hyderabad has displaced 20 people. Need rescue and relief within 12 hours. Situation is urgent now.
Water & Sanitation Help – Bengaluru,water_sanitation,water_distribution,high,High,1500,Bengaluru,Karnataka,8,,water_cans,30,0,0,1,phone,water_distribution,medium,beginner,any,water_distribution,0,0,0,Water shortage in Bengaluru. Need 30 volunteers for water distribution to 1500 people
Childcare Support – Hyderabad,childcare,childcare_support,medium,Medium,100,Hyderabad,Telangana,48,teaching|counseling,,10,0,0,0,phone,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Hyderabad for 100 children while parents work
Medical Assistance Request – Jaipur,medical,vaccination_drive,medium,Medium,0,Jaipur,Rajasthan,48,medical|logistics,,150,0,0,0,email,vaccination_drive,medium,beginner,any,vaccination_drive,0,0,0,Need 150 volunteers to assist in COVID vaccination drive in Jaipur
Childcare Support – Delhi,childcare,childcare_support,medium,Medium,10,Delhi,Delhi,48,teaching|counseling,,2,0,0,0,email,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Delhi for 10 children while parents work. Situation is within 48 hours.
Women Safety Support – Chennai,women_safety,shelter_support,high,High,100,Chennai,Tamil Nadu,4,counseling,,0,0,0,0,phone,shelter_support,medium,beginner,any,shelter,0,1,0,Safe shelter needed for 100 women and children in Chennai escaping domestic violence
Water & Sanitation Help – Delhi,water_sanitation,sanitation,high,High,0,Delhi,Delhi,4,cleanup,,50,0,1,0,phone,sanitation,medium,beginner,any,sanitation,0,0,0,Sanitation drive needed at flood relief camp in Delhi. 50 volunteers required immediately
Medical Assistance Request – Patna,medical,vaccination_drive,medium,Medium,0,Patna,Bihar,48,medical|logistics,,150,0,0,0,whatsapp,vaccination_drive,medium,beginner,any,vaccination_drive,0,0,0,Need 150 volunteers to assist in COVID vaccination drive in Patna
Water & Sanitation Help – Kochi,water_sanitation,water_distribution,high,High,2500,Kochi,Kerala,6,,water_cans,50,0,0,1,email,water_distribution,medium,beginner,any,water_distribution,0,0,0,Water shortage in Kochi. Need 50 volunteers for water distribution to 2500 people
Animal Welfare Help – Hyderabad,animal_welfare,shelter_support,low,Low,0,Hyderabad,Telangana,72,,,10,0,0,0,phone,shelter_support,medium,beginner,any,shelter_support,0,0,0,Animal shelter in Hyderabad needs 10 volunteers for feeding and care
Logistics Volunteer Need – Nashik,logistics,relief_transport,high,High,0,Nashik,Maharashtra,8,driving|logistics,,200,0,0,1,email,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Nashik. Need 200 transport volunteers with vehicles within 8 hours. Situation is today.
Disaster Relief Support – Hyderabad,disaster_relief,flood_relief,critical,Critical,150,Hyderabad,Telangana,12,,food|blankets,0,0,1,1,email,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 150 people in Hyderabad, need food and blankets urgently within 12 hours. Situation is critical."
Admin Volunteer Need – Mumbai,administration,data_entry,low,Low,0,Mumbai,Maharashtra,168,data_entry,,100,0,0,0,whatsapp,data_entry,low,beginner,any,data_entry,0,0,0,Need 100 volunteers for data entry and documentation work for NGO in Mumbai
Food Distribution Need – Nagpur,food_relief,community_kitchen,medium,Medium,0,Nagpur,Maharashtra,48,food_distribution,,10,0,0,0,email,community_kitchen,medium,beginner,any,community_kitchen,0,0,0,Community kitchen in Nagpur needs 10 volunteers to cook meals for homeless people
Food Distribution Need – Guwahati,food_relief,nutrition_support,high,High,75,Guwahati,Assam,12,,nutrition_supplements|food,0,0,0,0,email,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 75 malnourished children in Guwahati need food supplements and nutrition support
Childcare Support – Hyderabad,childcare,orphan_support,high,High,100,Hyderabad,Telangana,12,counseling|teaching,,20,0,1,0,email,orphan_support,medium,beginner,any,orphan_support,0,1,0,Need volunteers to care for 100 orphaned children in Hyderabad disaster relief camp
Childcare Support – Kolkata,childcare,orphan_support,high,High,200,Kolkata,West Bengal,6,counseling|teaching,,40,0,1,0,email,orphan_support,medium,beginner,any,orphan_support,0,1,0,Need volunteers to care for 200 orphaned children in Kolkata disaster relief camp
Shelter Support – Surat,shelter,winter_relief,medium,Medium,50,Surat,Gujarat,48,,blankets|warm_clothing,0,0,0,0,phone,winter_relief,medium,beginner,any,winter_relief,0,0,0,Winter clothing and blankets needed for 50 homeless people in Surat
Medical Assistance Request – Nagpur,medical,medical_camp,medium,Medium,0,Nagpur,Maharashtra,72,medical,,10,0,0,0,whatsapp,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Nagpur needs 10 volunteer doctors and paramedics this weekend
Cleanup Drive – Hyderabad,cleanup,disaster_cleanup,medium,Medium,0,Hyderabad,Telangana,6,cleanup|logistics,cleaning_supplies,20,0,1,0,email,disaster_cleanup,high,beginner,any,disaster_cleanup,0,0,0,Post-flood cleanup drive in Hyderabad. Need 20 volunteers with cleaning equipment. Situation is within 48 hours.
Medical Assistance Request – Kochi,medical,blood_donation,critical,Critical,0,Kochi,Kerala,6,,blood_donation,10,1,0,0,phone,blood_donation,medium,beginner,any,blood_donation,0,0,0,Need 10 blood donors urgently in Kochi. Patient in critical condition. Situation is life-threatening.
Disaster Relief Support – Bhopal,disaster_relief,earthquake_relief,critical,Critical,10,Bhopal,Madhya Pradesh,24,,food|medicine|first_aid,0,1,1,1,email,earthquake_relief,medium,beginner,any,earthquake_relief,0,0,0,Earthquake relief camp in Bhopal. 10 survivors need medical aid and food within 24 hours. Situation is immediately.
Mental Health Support – Guwahati,mental_health,awareness_camp,low,Low,0,Guwahati,Assam,72,counseling|teaching,,200,0,0,0,phone,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Guwahati needs 200 volunteer counselors this weekend. Situation is this month.
Elderly Care Support – Ahmedabad,elderly_care,home_visits,medium,Medium,30,Ahmedabad,Gujarat,72,counseling,,10,0,0,0,phone,home_visits,medium,beginner,any,home_visits,0,0,1,Need 10 volunteers to visit and assist 30 elderly people living alone in Ahmedabad
Water & Sanitation Help – Mumbai,water_sanitation,water_distribution,high,High,500,Mumbai,Maharashtra,4,,water_cans,10,0,0,1,email,water_distribution,medium,beginner,any,water_distribution,0,0,0,Water shortage in Mumbai. Need 10 volunteers for water distribution to 500 people. Situation is ASAP.
Admin Volunteer Need – Kochi,administration,data_entry,low,Low,0,Kochi,Kerala,168,data_entry,,50,0,0,0,phone,data_entry,low,beginner,any,data_entry,0,0,0,Need 50 volunteers for data entry and documentation work for NGO in Kochi
Animal Welfare Help – Surat,animal_welfare,shelter_support,low,Low,0,Surat,Gujarat,72,,,50,0,0,0,email,shelter_support,medium,beginner,any,shelter_support,0,0,0,Animal shelter in Surat needs 50 volunteers for feeding and care
Mental Health Support – Bengaluru,mental_health,awareness_camp,low,Low,0,Bengaluru,Karnataka,72,counseling|teaching,,20,0,0,0,whatsapp,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Bengaluru needs 20 volunteer counselors this weekend
Education Volunteer Request – Lucknow,education,supplies_distribution,low,Low,75,Lucknow,Uttar Pradesh,72,,school_supplies|books,2,0,0,0,whatsapp,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 75 children in Lucknow. Need 2 volunteers
Awareness Campaign – Indore,awareness,health_awareness,medium,Medium,0,Indore,Madhya Pradesh,72,teaching|counseling,,50,0,0,0,whatsapp,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Indore. Need 50 volunteers
Logistics Volunteer Need – Ahmedabad,logistics,medicine_delivery,high,High,150,Ahmedabad,Gujarat,48,driving|logistics,medicine,0,1,0,1,whatsapp,medicine_delivery,medium,beginner,any,medicine_delivery,0,0,1,Medicine delivery needed for 150 elderly patients in Ahmedabad within 48 hours. Bike riders needed
Food Distribution Need – Bhopal,food_relief,ration_distribution,high,High,40,Bhopal,Madhya Pradesh,8,,ration_packets,2,0,0,0,email,ration_distribution,medium,beginner,any,ration_distribution,10,0,0,Ration distribution for 10 poor families in Bhopal. Need volunteers in 8 hours
Medical Assistance Request – Coimbatore,medical,medical_camp,medium,Medium,0,Coimbatore,Tamil Nadu,72,medical,,75,0,0,0,phone,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Coimbatore needs 75 volunteer doctors and paramedics this weekend
Admin Volunteer Need – Guwahati,administration,data_entry,low,Low,0,Guwahati,Assam,168,data_entry,,50,0,0,0,phone,data_entry,low,beginner,any,data_entry,0,0,0,Need 50 volunteers for data entry and documentation work for NGO in Guwahati. Situation is whenever.
Awareness Campaign – Patna,awareness,health_awareness,medium,Medium,0,Patna,Bihar,72,teaching|counseling,,200,0,0,0,email,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Patna. Need 200 volunteers
Food Distribution Need – Chennai,food_relief,nutrition_support,high,High,200,Chennai,Tamil Nadu,72,,nutrition_supplements|food,0,0,0,0,whatsapp,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 200 malnourished children in Chennai need food supplements and nutrition support
Childcare Support – Ahmedabad,childcare,childcare_support,medium,Medium,10,Ahmedabad,Gujarat,48,teaching|counseling,,2,0,0,0,email,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Ahmedabad for 10 children while parents work
Logistics Volunteer Need – Bengaluru,logistics,medicine_delivery,high,High,0,Bengaluru,Karnataka,8,driving|logistics,,100,1,0,1,email,medicine_delivery,medium,beginner,evening,medicine_delivery,0,0,0,Need 100 volunteers with bikes to deliver medicine in Bengaluru tonight
Logistics Volunteer Need – Kolkata,logistics,medicine_delivery,high,High,0,Kolkata,West Bengal,8,driving|logistics,,100,1,0,1,phone,medicine_delivery,medium,beginner,evening,medicine_delivery,0,0,0,Need 100 volunteers with bikes to deliver medicine in Kolkata tonight. Situation is ASAP.
Shelter Support – Delhi,shelter,temporary_shelter,high,High,600,Delhi,Delhi,48,,tarpaulin|blankets,30,0,1,0,email,temporary_shelter,medium,beginner,any,temporary_shelter,150,0,0,Need to set up temporary shelter for 150 displaced families in Delhi. Volunteers needed urgently. Situation is tonight.
Childcare Support – Coimbatore,childcare,orphan_support,high,High,50,Coimbatore,Tamil Nadu,8,counseling|teaching,,10,0,1,0,email,orphan_support,medium,beginner,any,orphan_support,0,1,0,Need volunteers to care for 50 orphaned children in Coimbatore disaster relief camp. Situation is ASAP.
Shelter Support – Kochi,shelter,winter_relief,medium,Medium,20,Kochi,Kerala,48,,blankets|warm_clothing,0,0,0,0,phone,winter_relief,medium,beginner,any,winter_relief,0,0,0,Winter clothing and blankets needed for 20 homeless people in Kochi
Admin Volunteer Need – Surat,administration,data_entry,low,Low,0,Surat,Gujarat,168,data_entry,,150,0,0,0,email,data_entry,low,beginner,any,data_entry,0,0,0,Need 150 volunteers for data entry and documentation work for NGO in Surat. Situation is no rush.
Logistics Volunteer Need – Kolkata,logistics,relief_transport,high,High,0,Kolkata,West Bengal,12,driving|logistics,,75,0,0,1,email,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Kolkata. Need 75 transport volunteers with vehicles within 12 hours. Situation is tonight.
Women Safety Support – Hyderabad,women_safety,shelter_support,high,High,20,Hyderabad,Telangana,48,counseling,,0,0,0,0,email,shelter_support,medium,beginner,any,shelter,0,1,0,Safe shelter needed for 20 women and children in Hyderabad escaping domestic violence
Childcare Support – Nagpur,childcare,orphan_support,high,High,150,Nagpur,Maharashtra,6,counseling|teaching,,30,0,1,0,email,orphan_support,medium,beginner,any,orphan_support,0,1,0,Need volunteers to care for 150 orphaned children in Nagpur disaster relief camp. Situation is today.
Education Volunteer Request – Ahmedabad,education,tutoring,low,Low,0,Ahmedabad,Gujarat,168,teaching,,200,0,0,0,email,tutoring,medium,regular,any,tutoring,0,1,0,Need 200 volunteer teachers for free coaching classes for underprivileged children in Ahmedabad
Disaster Relief Support – Guwahati,disaster_relief,cyclone_relief,critical,Critical,300,Guwahati,Assam,48,,food|shelter|blankets,0,0,1,1,whatsapp,cyclone_relief,medium,beginner,any,cyclone_relief,75,0,0,Cyclone affected 75 families in Guwahati need immediate shelter and food. Urgent help needed in 48 hours. Situation is emergency.
Education Volunteer Request – Nashik,education,supplies_distribution,low,Low,20,Nashik,Maharashtra,72,,school_supplies|books,2,0,0,0,phone,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 20 children in Nashik. Need 2 volunteers
Medical Assistance Request – Bengaluru,medical,medical_camp,medium,Medium,0,Bengaluru,Karnataka,72,medical,,10,0,0,0,email,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Bengaluru needs 10 volunteer doctors and paramedics this weekend
Women Safety Support – Nashik,women_safety,shelter_support,high,High,200,Nashik,Maharashtra,24,counseling,,0,0,0,0,whatsapp,shelter_support,medium,beginner,any,shelter,0,1,0,Safe shelter needed for 200 women and children in Nashik escaping domestic violence
Medical Assistance Request – Jaipur,medical,blood_donation,critical,Critical,0,Jaipur,Rajasthan,6,,blood_donation,100,1,0,0,phone,blood_donation,medium,beginner,any,blood_donation,0,0,0,Need 100 blood donors urgently in Jaipur. Patient in critical condition. Situation is immediately.
